date,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,is_anomaly
2020-06-01,0.17002881844380405,0.05763688760806916,0.03314121037463977,0.19452449567723343,0.15994236311239193,0.04178674351585014,0.043227665706051875,0.04178674351585014,0.007204610951008645,0.005763688760806916,0.07348703170028818,0.025936599423631124,0.008645533141210375,0.005763688760806916,0.007204610951008645,0.002881844380403458,0.024495677233429394,0.007204610951008645,0.08357348703170028,0.005763688760806916,0
2020-06-02,0.13630041724617525,0.02920723226703755,0.05702364394993046,0.26842837273991654,0.1376912378303199,0.05006954102920723,0.019471488178025034,0.03616133518776078,0.004172461752433936,0.022253129346314324,0.05006954102920723,0.02086230876216968,0.005563282336578581,0.012517385257301807,0.006954102920723227,0.01808066759388039,0.0737134909596662,0.013908205841446454,0.03616133518776078,0.0013908205841446453,0
2020-06-03,0.13191489361702127,0.032624113475177303,0.05673758865248227,0.2978723404255319,0.10354609929078014,0.028368794326241134,0.0425531914893617,0.04113475177304964,0.01702127659574468,0.029787234042553193,0.04539007092198582,0.02127659574468085,0.0014184397163120568,0.009929078014184398,0.0028368794326241137,0.019858156028368795,0.04539007092198582,0.0070921985815602835,0.05531914893617021,0.009929078014184398,0
2020-06-04,0.18006430868167203,0.07556270096463022,0.04340836012861737,0.20418006430868169,0.08360128617363344,0.03215434083601286,0.04019292604501608,0.05144694533762058,0.011254019292604502,0.01607717041800643,0.08842443729903537,0.01929260450160772,0.011254019292604502,0.00482315112540193,0.008038585209003215,0.008038585209003215,0.04501607717041801,0.001607717041800643,0.07556270096463022,0.0,0
2020-06-05,0.1952,0.0608,0.0512,0.3072,0.0832,0.0288,0.0608,0.0256,0.0048,0.0128,0.048,0.0048,0.0112,0.0064,0.0016,0.0048,0.0368,0.0096,0.0384,0.008,0
2020-06-06,0.1657142857142857,0.07714285714285714,0.022857142857142857,0.2057142857142857,0.1,0.05142857142857143,0.011428571428571429,0.05714285714285714,0.011428571428571429,0.008571428571428572,0.06,0.03428571428571429,0.002857142857142857,0.0,0.0,0.008571428571428572,0.04857142857142857,0.037142857142857144,0.09714285714285714,0.0,0
2020-06-07,0.155893536121673,0.053231939163498096,0.045627376425855515,0.20532319391634982,0.10266159695817491,0.049429657794676805,0.022813688212927757,0.053231939163498096,0.022813688212927757,0.026615969581749048,0.06844106463878327,0.045627376425855515,0.015209125475285171,0.019011406844106463,0.0,0.015209125475285171,0.011406844106463879,0.011406844106463879,0.07604562737642585,0.0,0
2020-06-08,0.13398692810457516,0.0784313725490196,0.06209150326797386,0.25980392156862747,0.08660130718954248,0.026143790849673203,0.04738562091503268,0.04738562091503268,0.017973856209150325,0.0196078431372549,0.06372549019607843,0.024509803921568627,0.021241830065359478,0.0016339869281045752,0.0,0.0016339869281045752,0.03758169934640523,0.004901960784313725,0.058823529411764705,0.006535947712418301,0
2020-06-09,0.1318051575931232,0.07593123209169055,0.08595988538681948,0.2693409742120344,0.08882521489971347,0.027220630372492838,0.04154727793696275,0.03151862464183381,0.008595988538681949,0.012893982808022923,0.06017191977077364,0.04727793696275072,0.0028653295128939827,0.014326647564469915,0.0,0.012893982808022923,0.03151862464183381,0.008595988538681949,0.04727793696275072,0.0014326647564469914,0
2020-06-10,0.17027417027417027,0.05627705627705628,0.04184704184704185,0.2611832611832612,0.08513708513708514,0.031746031746031744,0.03751803751803752,0.03751803751803752,0.008658008658008658,0.01875901875901876,0.03896103896103896,0.05483405483405483,0.0,0.021645021645021644,0.004329004329004329,0.01443001443001443,0.046176046176046176,0.001443001443001443,0.06782106782106782,0.001443001443001443,0
2020-06-11,0.1354916067146283,0.05875299760191847,0.06115107913669065,0.28177458033573144,0.13908872901678657,0.025179856115107913,0.06474820143884892,0.03237410071942446,0.007194244604316547,0.011990407673860911,0.08393285371702638,0.027577937649880094,0.008393285371702638,0.004796163069544364,0.0,0.004796163069544364,0.016786570743405275,0.005995203836930456,0.027577937649880094,0.002398081534772182,0
2020-06-12,0.14510278113663846,0.053204353083434096,0.0761789600967352,0.25272067714631197,0.11970979443772672,0.026602176541717048,0.04232164449818621,0.0592503022974607,0.015719467956469165,0.016928657799274487,0.036275695284159616,0.022974607013301087,0.010882708585247884,0.019347037484885126,0.0012091898428053204,0.0036275695284159614,0.04836759371221282,0.007255139056831923,0.041112454655380895,0.0012091898428053204,0
2020-06-13,0.1806083650190114,0.043726235741444866,0.017110266159695818,0.28517110266159695,0.10456273764258556,0.019011406844106463,0.026615969581749048,0.019011406844106463,0.005703422053231939,0.009505703422053232,0.055133079847908745,0.013307984790874524,0.011406844106463879,0.0,0.0,0.005703422053231939,0.03231939163498099,0.009505703422053232,0.1482889733840304,0.013307984790874524,0
2020-06-14,0.14357682619647355,0.037783375314861464,0.02518891687657431,0.2141057934508816,0.08816120906801007,0.017632241813602016,0.04534005037783375,0.03526448362720403,0.060453400503778336,0.0327455919395466,0.04534005037783375,0.017632241813602016,0.010075566750629723,0.06801007556675064,0.0,0.0025188916876574307,0.0906801007556675,0.010075566750629723,0.05037783375314862,0.005037783375314861,0
2020-06-15,0.17076923076923076,0.06,0.027692307692307693,0.2523076923076923,0.15076923076923077,0.021538461538461538,0.026153846153846153,0.03538461538461538,0.027692307692307693,0.018461538461538463,0.05076923076923077,0.02923076923076923,0.007692307692307693,0.015384615384615385,0.0015384615384615385,0.0,0.047692307692307694,0.009230769230769232,0.047692307692307694,0.0,0
2020-06-16,0.12545235223160434,0.08443908323281062,0.05548854041013269,0.2689987937273824,0.08202653799758745,0.010856453558504222,0.026537997587454766,0.025331724969843185,0.030156815440289506,0.020506634499396863,0.054282267792521106,0.009650180940892641,0.013268998793727383,0.019300361881785282,0.0036188178528347406,0.007237635705669481,0.08082026537997587,0.010856453558504222,0.06272617611580217,0.008443908323281062,0
2020-06-17,0.1391304347826087,0.058385093167701865,0.06956521739130435,0.2857142857142857,0.09565217391304348,0.02857142857142857,0.016149068322981366,0.024844720496894408,0.031055900621118012,0.02608695652173913,0.0546583850931677,0.01987577639751553,0.006211180124223602,0.018633540372670808,0.0,0.006211180124223602,0.06459627329192547,0.008695652173913044,0.04472049689440994,0.0012422360248447205,0
