date,01_mean_30d,01_std_30d,02_mean_30d,02_std_30d,03_mean_30d,03_std_30d,04_mean_30d,04_std_30d,05_mean_30d,05_std_30d,06_mean_30d,06_std_30d,07_mean_30d,07_std_30d,08_mean_30d,08_std_30d,09_mean_30d,09_std_30d,10_mean_30d,10_std_30d,11_mean_30d,11_std_30d,12_mean_30d,12_std_30d,13_mean_30d,13_std_30d,14_mean_30d,14_std_30d,15_mean_30d,15_std_30d,16_mean_30d,16_std_30d,17_mean_30d,17_std_30d,18_mean_30d,18_std_30d,19_mean_30d,19_std_30d,20_mean_30d,20_std_30d,is_anomaly
2018-01-10,0.128054238494823,0.025858281190853687,0.06750359699024687,0.016599183244310773,0.08568919482239658,0.029728675880487054,0.3016133208401994,0.04930088598166922,0.08708138149531977,0.03188193518105773,0.02701366574099763,0.01663645939755216,0.033020978020213046,0.010784008094852414,0.03563425623296057,0.010754144297905218,0.020146395830557516,0.006244566659217624,0.007332860560105744,0.003538188839558239,0.052749385814942956,0.0130747599723935,0.02376339642142978,0.009556419624846584,0.011740639101013787,0.006484670991574959,0.00695632955203766,0.005464381371991672,0.0018786683704461566,0.0027374581222953547,0.007845680044258726,0.004976992139308148,0.04487787210588967,0.010002340014127621,0.014633073681067437,0.009679687821901728,0.042394254266751814,0.01269350726360125,7.081161434110666e-05,0.00021718378598793503,0
2018-01-11,0.12808786944720396,0.025884990405135287,0.06746371603786593,0.016617839461108553,0.08645467101287278,0.0292911708539161,0.30219099941162797,0.04907758989285366,0.08765429816198643,0.03227410438295046,0.02714223716956906,0.016604397210563362,0.03243466849640352,0.01054561170693868,0.035385744328198666,0.010804105630554997,0.020813657735319423,0.00784960085035402,0.007170360560105743,0.0036175503982281126,0.05267765962446677,0.013075186328817188,0.02397321785000121,0.009474800411909658,0.01174331767244236,0.00648431005491674,0.006679543837751946,0.005440284850439211,0.0018215255133032999,0.0027588168764332744,0.00758288242521111,0.004926748232615825,0.04427370543922301,0.010821028912442382,0.014303014157257913,0.00973963199868102,0.04207609950484706,0.0124883180798604,7.081161434110666e-05,0.00021718378598793503,0
2018-01-11,0.1287290922551913,0.025517109343028314,0.06807647510629146,0.01648948586979702,0.08811954883746874,0.030916875299842654,0.30189998097615856,0.04899706804353189,0.08386901513419019,0.02598141055836315,0.027511118630640777,0.016373917175689263,0.03291528985195148,0.0101754130577298,0.03537136906426381,0.010823218087430886,0.020680587960441074,0.008004785555315877,0.007048511377775056,0.0035151522488848755,0.0521175620590844,0.013658708963124416,0.024607772829829237,0.009128270779516707,0.011932024379058636,0.006268950604045383,0.006133821536304453,0.0041378789811219625,0.001839700722318203,0.0027481783559739213,0.007819160142404856,0.004716011816757352,0.044769347332398665,0.010839419084700928,0.014353273808222204,0.009688090923164555,0.04213553638166503,0.012469895864322277,7.081161434110666e-05,0.00021718378598793503,0
2018-01-11,0.12862827273417693,0.025458115097334606,0.06873870815237614,0.016195906175901876,0.08904701111749752,0.03072874264064385,0.3004261366613626,0.05056554970425281,0.08073461487727214,0.019215868080664635,0.028185617729643436,0.016244498471118904,0.03255518827416538,0.009768874064583963,0.036410608539247005,0.011233370337475469,0.020885542553743364,0.008119188127551597,0.00718841872075471,0.0035102947585504297,0.0528550417643423,0.013808337664791908,0.024536912213820625,0.009137304157883344,0.01242944627775442,0.005868796298192811,0.006019338375736617,0.004079942169800277,0.0018700313258972132,0.0027321485962581086,0.007856329999732077,0.004736544079433471,0.0447963177808753,0.010813482087011763,0.014318036783476002,0.009688686625795022,0.042441548383068566,0.012383674476930636,7.687773505690665e-05,0.00021767867063345872,0
2018-01-12,0.1301101224630116,0.025267404935037794,0.06946744118108142,0.015061897146979692,0.08999409855050729,0.03226747479126569,0.3004327284924359,0.05056968857304277,0.07909755194084944,0.018639073511266795,0.028196726185711476,0.01623938499562129,0.03294102401611106,0.00944072664119322,0.03641182924870503,0.011232006715740758,0.020215464614496238,0.008068300962621715,0.006985445255621377,0.0031664786662666334,0.05209041987757104,0.014476643626383408,0.025208821217254786,0.00837567188263807,0.012249025419858124,0.00590622709482926,0.006155264373887849,0.003999350260712471,0.0019404662616253332,0.002709419394368737,0.007979591137256287,0.004570241117553758,0.0438287224289707,0.009969226626914912,0.014323591011510019,0.009686409754871752,0.04229478858847734,0.012525572374342724,7.687773505690665e-05,0.00021767867063345872,0
2018-01-12,0.1307140565406299,0.02551899620988552,0.06937973230699485,0.014941095641128976,0.09008952130227679,0.032268221294215506,0.30052033312493215,0.05044286547015236,0.07860038210002636,0.018568633372052064,0.027960660680296127,0.016277198930561437,0.0328523144227575,0.009433363342090904,0.03641983500284081,0.011239027460457497,0.019956924622210114,0.007948409515324696,0.007085225305865823,0.003197713624915564,0.05300987240073874,0.01532274616062931,0.025267488384281087,0.008322387105814441,0.012507440322235875,0.006214036177513245,0.005994690628174786,0.0040173377542437605,0.001959792652468753,0.002706304819081688,0.008118461783866873,0.0046448579130581955,0.04388447083146832,0.010035352890684636,0.013890321265546773,0.00960812409488,0.041732238422212,0.012639540328840874,5.623790017558666e-05,0.0001923680149607308,0
2018-01-12,0.13153907953479452,0.025576044675256784,0.0685466947492232,0.013746753677405571,0.09006824454412961,0.032285534352638756,0.30165010035910633,0.0509451912103825,0.07807466489199501,0.018961784084447184,0.028457181978044796,0.016285761059626258,0.03322680444844227,0.009004144811299318,0.03696921425580715,0.011536617855124142,0.019973717041196236,0.007930377781518273,0.00714352171495968,0.0031881983482827995,0.05263089803589291,0.015303072956848756,0.024109383943067907,0.007136139360165668,0.012474332541621194,0.006222381938409427,0.006266422499041086,0.004139303062798177,0.0015773834746484864,0.0020457259441964437,0.00814069265672918,0.004625149967788387,0.04413196818857056,0.01041479229406738,0.013707512886129699,0.009707377570612142,0.041255944356423886,0.013038563336410175,5.6237900175586656e-05,0.0001923680149607308,0
2018-01-13,0.13267609422381155,0.026303629510847894,0.06891823446015163,0.013539769542832508,0.09017228728203835,0.03220638451196658,0.30009961902802934,0.05248014937675473,0.0780712602990911,0.018964026417551526,0.028623025282647152,0.016256618123907808,0.032824006431500546,0.008897548912342335,0.03672568003257808,0.011251331575653712,0.020096491795221154,0.007973276912891875,0.007304019448428513,0.003281047115849348,0.052423141310448375,0.015001680483886417,0.02414478765618178,0.007125279444243087,0.01277704633541941,0.006389169117878285,0.006397235875200236,0.004121114398042537,0.0015663545751489166,0.00204981259416669,0.00837753253160949,0.004746465553845872,0.04442970794419104,0.010911668561566614,0.012546078349200719,0.006715905492531971,0.04180461972209563,0.012952033181366868,2.2777417006209998e-05,7.066953750482617e-05,0
2018-01-13,0.13382353164661695,0.0262173940770964,0.06860043825009926,0.014040174959490573,0.09180852936428105,0.03326685174938504,0.2985704578853794,0.05103471470975319,0.07775030076322181,0.019079896067774518,0.029016505243214166,0.01595209697926044,0.03247504910146085,0.009180571846911149,0.03602139150704674,0.0120346345303976,0.019607687135783865,0.007973926700901803,0.007434329586557257,0.003050487835770538,0.05162225331295638,0.014835465617774593,0.02504997097799494,0.0066108309352914205,0.012623223715845695,0.006491408697721777,0.00845613605763443,0.010812251340106428,0.00180091282378066,0.0022565721864945872,0.00816204866551543,0.004942290544004973,0.043843029039702705,0.010832888829054987,0.01263380162334681,0.006611714989770152,0.04067762588255463,0.0139107131071876,2.2777417006209998e-05,7.066953750482617e-05,0
2018-01-13,0.13480979469016818,0.024887875372428682,0.06858654282333401,0.014021247549630243,0.09161500822410665,0.03351887677303927,0.29692908011478353,0.04995892330445735,0.077099167310138,0.01918796313615066,0.028476379075861705,0.016281750044807242,0.03245873368464098,0.00918657964512285,0.036341220515233336,0.012010151145330977,0.019750076228029986,0.007941159670240026,0.00727148767513982,0.0029510543538974606,0.05151952083192793,0.014778933581371,0.024058321504967287,0.006012107347746205,0.012464519206779706,0.0065230626142247115,0.008386034410245716,0.010861567315935596,0.001840101049826463,0.002253315299651982,0.007461032191628298,0.004528226658441117,0.045171291322908674,0.011927481741543115,0.01384645083329812,0.009369707418761386,0.04189246088997463,0.01474696807806359,2.2777417006209998e-05,7.066953750482617e-05,0
